cve_id,mod_date,pub_date,cvss,cwe_code,cwe_name,summary,access_authentication,access_complexity,access_vector,impact_availability,impact_confidentiality,impact_integrity
CVE-2005-2741,09/05/2016 16:50,26/10/2005 00:02,7.2,264, Permissions Privileges and Access Controls,Authorization Services in securityd for Apple Mac OS X 10.3.9 allows local users to gain privileges by granting themselves certain rights that should be restricted to administrators.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2005-0139,09/05/2016 16:49,21/09/2005 20:03,7.5,264, Permissions Privileges and Access Controls,"Unknown vulnerability in rpc.mountd in SGI IRIX 6.5.25, 6.5.26, and 6.5.27 does not sufficiently restrict access rights for read-mostly exports, which allows attackers to conduct unauthorized activities.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0138,09/05/2016 15:32,21/09/2005 20:03,7.5,17, DEPRECATED: Code,"rpc.mountd in SGI IRIX 6.5.25, 6.5.26, and 6.5.27 does not correctly allow access to anonymous clients that connect from a system whose hostname can not be determined.  NOTE: while this issue occurs in a security mechanism, there is no apparent attacker role and probably does not satisfy the CVE definition of a vulnerability.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2000-0219,04/11/2015 17:31,23/02/2000 05:00,7.2,264, Permissions Privileges and Access Controls,Red Hat 6.0 allows local users to gain root access by booting single user and hitting ^C at the password prompt.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-1999-0491,31/12/2014 15:18,20/04/1999 04:00,4.6,94, Improper Control of Generation of Code ('Code Injection'),The prompt parsing in bash allows a local user to execute commands as another user by creating a directory with the name of the command to execute.,NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2004-2771,29/12/2014 14:56,24/12/2014 18:59,7.5,20, Improper Input Validation,The expand function in fio.c in Heirloom mailx 12.5 and earlier and BSD mailx 8.1.2 and earlier allows remote attackers to execute arbitrary commands via shell metacharacters in an email address.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2001-1593,01/05/2014 01:20,05/04/2014 21:55,2.1,59, Improper Link Resolution Before File Access ('Link Following'),"The tempname_ensure function in lib/routines.h in a2ps 4.14 and earlier, as used by the spy_user function and possibly other functions, allows local users to modify arbitrary files via a symlink attack on a temporary file.",NONE,LOW,LOCAL,NONE,NONE,PARTIAL
CVE-2000-0588,30/07/2013 04:00,26/06/2000 04:00,5,200, Information Exposure,"SawMill 5.0.21 CGI program allows remote attackers to read the first line of arbitrary files by listing the file in the rfcf parameter, whose contents SawMill attempts to parse as configuration commands.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2000-0589,30/07/2013 04:00,26/06/2000 04:00,7.5,310, Cryptographic Issues,"SawMill 5.0.21 uses weak encryption to store passwords, which allows attackers to easily decrypt the password and modify the SawMill configuration.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2224,05/02/2013 05:00,12/07/2005 04:00,5,399, Resource Management Errors,aspnet_wp.exe in Microsoft ASP.NET web services allows remote attackers to cause a denial of service (CPU consumption from infinite loop) via a crafted SOAP message to an RPC/Encoded method.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-1123,24/10/2012 15:15,02/05/2005 04:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Monkey daemon (monkeyd) before 0.9.1 allows remote attackers to cause a denial of service (memory corruption) via a request for a zero byte file.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-1852,24/10/2012 04:00,31/12/2002 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Monkey 0.5.0 allows remote attackers to inject arbitrary web script or HTML via (1) the URL or (2) a parameter to test2.pl.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2002-2154,24/10/2012 04:00,31/12/2002 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in Monkey HTTP Daemon 0.1.4 allows remote attackers to read arbitrary files via .. (dot dot) sequences.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2005-0200,24/10/2012 04:00,02/05/2005 04:00,7.5,20, Improper Input Validation,"TikiWiki before 1.8.5 does not properly validate files that have been uploaded to the temp directory, which could allow remote attackers to upload and execute arbitrary PHP scripts, a different vulnerability than CVE-2004-1386.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-1122,24/10/2012 04:00,14/04/2005 04:00,7.5,134, Use of Externally-Controlled Format String,"Format string vulnerability in cgi.c for Monkey daemon (monkeyd) before 0.9.1 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an HTTP GET request containing double-encoded format string specifiers (aka ""double expansion error"").",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-3283,24/10/2012 04:00,23/10/2005 10:02,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in TikiWiki before 1.9.1.1 allows remote attackers to inject arbitrary web script or HTML via unknown vectors.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-3325,03/07/2012 04:00,27/10/2005 10:02,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"Multiple SQL injection vulnerabilities in (1) acid_qry_main.php in Analysis Console for Intrusion Databases (ACID) 0.9.6b20 and (2) base_qry_main.php in Basic Analysis and Security Engine (BASE) 1.2, and unspecified other console scripts in these products, allow remote attackers to execute arbitrary SQL commands via the sig[1] parameter and possibly other parameters.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2001-1247,25/06/2012 04:00,06/12/2001 05:00,6.4,264, Permissions Privileges and Access Controls,PHP 4.0.4pl1 and 4.0.5 in safe mode allows remote attackers to read and write files owned by the web server UID by uploading a PHP script that uses the error_log function to access the files.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2002-2437,08/03/2012 05:00,07/12/2011 19:55,5,264, Permissions Privileges and Access Controls,"The JavaScript implementation in Mozilla Firefox before 4.0, Thunderbird before 3.3, and SeaMonkey before 2.1 does not properly restrict the set of values contained in the object returned by the getComputedStyle method, which allows remote attackers to obtain sensitive information about visited web pages by calling this method.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2005-3349,18/10/2011 04:00,18/11/2005 22:03,1.9,59, Improper Link Resolution Before File Access ('Link Following'),GNU Gnump3d before 2.9.8 allows local users to modify or delete arbitrary files via a symlink attack on the index.lok temporary file.,NONE,MEDIUM,LOCAL,NONE,PARTIAL,NONE
CVE-2005-3355,18/10/2011 04:00,18/11/2005 22:03,6.4,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),"Directory traversal vulnerability in GNU Gnump3d before 2.9.8 has unknown impact via ""CGI parameters, and cookie values"".",NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2005-2341,17/10/2011 04:00,31/12/2005 05:00,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Heap-based buffer overflow in Research in Motion (RIM) BlackBerry Attachment Service allows remote attackers to cause a denial of service (hang) via an e-mail attachment with a crafted TIFF file.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-3511,13/09/2011 04:00,06/11/2005 11:02,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in Spymac Web OS 4.0 allow remote attackers to inject arbitrary web script or HTML via (a) the blogs module, including the (1) curr parameter in index.php, (2) inspire, (3) system, or (4) title parameter in blog_newentry.php, (5) entry parameter in blog_newentry_comment.php, (6) entry parameter in blog_edit_entry.php, or (7) caldate parameter in blog.php; and (b) the notes module, including the (1) forwardid parameter in a noteform action; (2) del_folder parameter in a delete_folder action; (3) isread, (4) dateorder, (5) subjectorder, (6) curr, (7) fromorder, or (8) action parameters; (9) ppp or (10) totalreplies parameter in an Inbox action; (11) totalnotes parameter; or (12) touserid parameter in a noteform action.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-3497,05/08/2011 04:00,04/11/2005 00:02,7.5,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"** DISPUTED **  SQL injection vulnerability in process_signup.php in PHP Handicapper allows remote attackers to execute arbitrary SQL commands via the serviceid parameter.  NOTE: on 20060210, the vendor disputed this issue, saying ""this is 100% false reporting, this is a slander campaign from a customer who had a vulnerability in his SERVER not the software.""  However, followup investigation strongly suggests that the original report is correct.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2930,02/08/2011 04:00,28/10/2005 21:02,5.1,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Stack-based buffer overflow in the _chm_find_in_PMGL function in chm_lib.c for chmlib before 0.36, as used in products such as KchmViewer, allows user-assisted attackers to execute arbitrary code via a CHM file containing a long element, a different vulnerability than CVE-2005-3318.",NONE,HIGH,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-3501,14/07/2011 04:00,05/11/2005 11:02,4.3,399, Resource Management Errors,The cabd_find function in cabd.c of the libmspack library (mspack) for Clam AntiVirus (ClamAV) before 0.87.1 allows remote attackers to cause a denial of service (infinite loop) via a crafted CAB file that causes cabd_find to be called with a zero length.,NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2019,29/06/2011 04:00,31/12/2002 05:00,7.5,94, Improper Control of Generation of Code ('Code Injection'),PHP remote file inclusion vulnerability in include_once.php in osCommerce (a.k.a. Exchange Project) 2.1 allows remote attackers to execute arbitrary PHP code via the include_file parameter.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-1928,20/05/2011 04:00,14/12/2005 23:03,7.8,399, Resource Management Errors,"Trend Micro ServerProtect EarthAgent for Windows Management Console 5.58 and possibly earlier versions, when running with Trend Micro Control Manager 2.5 and 3.0, and Damage Cleanup Server 1.1, allows remote attackers to cause a denial of service (CPU consumption) via a flood of crafted packets with a certain ""magic value"" to port 5005, which also leads to a memory leak.",NONE,LOW,NETWORK,COMPLETE,NONE,NONE
CVE-2005-2819,19/05/2011 04:00,07/09/2005 19:07,7.5,264, Permissions Privileges and Access Controls,"DownFile 1.3 allows remote attackers to gain administrator privileges via a direct request to (1) update.php, (2) del.php, and (3) add_form.php.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-2936,19/05/2011 04:00,18/11/2005 06:03,7.2,264, Permissions Privileges and Access Controls,"Unquoted Windows search path vulnerability in RealNetworks RealPlayer 10.5 6.0.12.1040 through 6.0.12.1348, RealPlayer 10, RealOne Player v2, RealOne Player v1, and RealPlayer 8 before 20060322 might allow local users to gain privileges via a malicious C:\program.exe file.",NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2005-3570,19/05/2011 04:00,16/11/2005 07:42,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Unspecified cross-site scripting (XSS) vulnerability in Horde before 2.2.9 allows remote attackers to inject arbitrary web script or HTML via ""not properly escaped error messages"".",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-2938,10/03/2011 05:00,18/11/2005 06:03,7.2,264, Permissions Privileges and Access Controls,Unquoted Windows search path vulnerability in iTunesHelper.exe in iTunes 4.7.1.30 and iTunes 5 for Windows might allow local users to gain privileges via a malicious C:\program.exe file.,NONE,LOW,LOCAL,COMPLETE,COMPLETE,COMPLETE
CVE-2005-3467,08/03/2011 02:26,02/11/2005 23:02,5,20, Improper Input Validation,"Serv-U FTP Server before 6.1.0.4 allows attackers to cause a denial of service (crash) via (1) malformed packets and possibly other unspecified issues with unknown impact and attack vectors including (2) use of ""~"" in a pathname, and (3) memory consumption of the daemon.  NOTE: it is not clear whether items (2) and above are vulnerabilities.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2818,08/03/2011 02:25,07/09/2005 19:07,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in DownFile 1.3 allows remote attackers to inject arbitrary web script or HTML via the id parameter to (1) email.php,(2) index.php, (3) del.php, or (4) add_form.php.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-2923,08/03/2011 02:25,07/12/2005 01:03,4,20, Improper Input Validation,"The IMAP server in IMail Server 8.20 in Ipswitch Collaboration Suite (ICS) before 2.02 allows remote attackers to cause a denial of service (crash) via a long argument to the LIST command, which causes IMail Server to reference invalid memory.",SINGLE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2310,08/03/2011 02:24,19/07/2005 04:00,9.3,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in Winamp 5.03a, 5.09 and 5.091, and other versions before 5.094, allows remote attackers to execute arbitrary code via an MP3 file with a long ID3v2 tag such as (1) ARTIST or (2) TITLE.",NONE,MEDIUM,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2005-2752,08/03/2011 02:24,01/11/2005 12:47,2.1,200, Information Exposure,"An unspecified kernel interface in Mac OS X 10.4.2 and earlier does not properly clear memory before reusing it, which could allow attackers to obtain sensitive information, a different vulnerability than CVE-2005-1126 and CVE-2005-1406.",NONE,LOW,LOCAL,NONE,PARTIAL,NONE
CVE-2002-2426,08/03/2011 02:11,31/12/2002 05:00,4.3,352, Cross-Site Request Forgery (CSRF),"Cross-site request forgery (CSRF) vulnerability in Citrix Presentation Server 4.0 and 4.5, MetaFrame Presentation Server 3.0, and Access Essentials 1.0 through 2.0 allows remote attackers to execute arbitrary published applications, and possibly other programs, as authenticated users via the InitialProgram key in an ICA connection. NOTE: some of these details are obtained from third party information.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2005-1929,07/03/2011 05:00,14/12/2005 21:03,7.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Multiple heap-based buffer overflows in (1) isaNVWRequest.dll and (2) relay.dll in Trend Micro ServerProtect Management Console 5.58 and earlier, as used in Control Manager 2.5 and 3.0 and Damage Cleanup Server 1.1, allow remote attackers to execute arbitrary code via ""wrapped"" length values in Chunked transfer requests.  NOTE: the original report suggests that the relay.dll issue is related to a problem in which a Microsoft Foundation Classes (MFC) static library returns invalid values under heavy load.  As such, this might not be a vulnerability in Trend Micro's product.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-3496,07/03/2011 05:00,04/11/2005 00:02,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in PHP Handicapper allows remote attackers to inject arbitrary web script or HTML via the msg parameter to msg.php.  NOTE: some sources identify a second vector in the login parameter to process_signup.php, but the original source says that it is for CRLF injection (CVE-2005-4712).  Also note: the vendor has disputed CVE-2005-3497, and it is possible that the dispute was intended to include this issue as well.  If so, followup investigation strongly suggests that the original report is correct.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2001-1009,16/02/2011 05:00,31/08/2001 04:00,10,264, Permissions Privileges and Access Controls,Fetchmail (aka fetchmail-ssl) before 5.8.17 allows a remote malicious (1) IMAP server or (2) POP/POP3 server to overwrite arbitrary memory and possibly gain privileges via a negative index number as part of a response to a LIST request.,NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2001-1378,16/02/2011 05:00,06/09/2001 04:00,2.1,59, Improper Link Resolution Before File Access ('Link Following'),fetchmailconf in fetchmail before 5.7.4 allows local users to overwrite files of other users via a symlink attack on temporary files.,NONE,LOW,LOCAL,NONE,NONE,PARTIAL
CVE-2002-0146,15/02/2011 20:45,25/06/2002 04:00,5,20, Improper Input Validation,"fetchmail email client before 5.9.10 does not properly limit the maximum number of messages available, which allows a remote IMAP server to overwrite memory via a message count that exceeds the boundaries of an array.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2005-3294,26/01/2011 05:00,23/10/2005 21:02,5,399, Resource Management Errors,"Typsoft FTP Server 1.11, with ""Sub Directory Include"" enabled, allows remote attackers to cause a denial of service (crash) by sending multiple RETR commands.  NOTE: it was later reported that 1.10 is also affected.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2005-2254,21/12/2010 05:00,13/07/2005 04:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Multiple cross-site scripting (XSS) vulnerabilities in PhpAuction 2.5 allow remote attackers to inject arbitrary web script or HTML via the lan parameter to (1) index.php or (2) admin/index.php, or (3) the auction_id parameter to profile.php.  NOTE: there is evidence that viewnews.php and login.php may not be part of the PhpAuction product, so they are not included in this description.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-1999-0001,16/12/2010 05:00,30/12/1999 05:00,5,20, Improper Input Validation,ip_input.c in BSD-derived TCP/IP implementations allows remote attackers to cause a denial of service (crash or hang) via crafted packets.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2330,30/08/2010 04:00,31/12/2002 05:00,5,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in stat.pl in StatsPlus 1.25 allows remote attackers to inject arbitrary web script or HTML via (1) HTTP_USER_AGENT or (2) HTTP_REFERER, which is written to stats.html and executed in client browsers.",NONE,LOW,NETWORK,NONE,NONE,PARTIAL
CVE-2004-2769,06/07/2010 04:00,02/07/2010 20:30,4,264, Permissions Privileges and Access Controls,"Cerberus FTP Server before 4.0.3.0 allows remote authenticated users to list hidden files, even when the ""Display hidden files"" option is enabled, via the (1) MLSD or (2) MLST commands.",SINGLE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1334,23/06/2010 04:00,31/12/2003 05:00,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Cross-site scripting (XSS) vulnerability in Kai Blankenhorn Bitfolge simple and nice index file (aka snif) before 1.2.7 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1335,23/06/2010 04:00,31/12/2003 05:00,5,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Directory traversal vulnerability in Kai Blankenhorn Bitfolge simple and nice index file (aka snif) before 1.2.5 allows remote attackers to download files from locations above the snif directory.,NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2003-1596,08/06/2010 04:00,05/04/2010 15:30,7.5,264, Permissions Privileges and Access Controls,"NWFTPD.nlm before 5.03.12 in the FTP server in Novell NetWare does not properly restrict filesystem use by anonymous users with NFS Gateway home directories, which allows remote attackers to bypass intended access restrictions via an FTP session.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2002-2393,28/04/2010 04:00,31/12/2002 05:00,5,20, Improper Input Validation,"Serv-U FTP server 3.0, 3.1 and 4.0.0.4 does not accept new connections while validating user folder access rights, which allows remote attackers to cause a denial of service (no new connections) via a series of MKD commands.",NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1592,06/04/2010 04:00,05/04/2010 15:30,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Multiple buffer overflows in NWFTPD.nlm in the FTP server in Novell NetWare 6.0 before SP4 and 6.5 before SP1 allow remote attackers to cause a denial of service (abend) via a long (1) username or (2) password.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1593,06/04/2010 04:00,05/04/2010 15:30,7.5,264, Permissions Privileges and Access Controls,"NWFTPD.nlm in the FTP server in Novell NetWare 6.0 before SP4 and 6.5 before SP1 does not enforce domain-name login restrictions, which allows remote attackers to bypass intended access control via an FTP connection.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1594,06/04/2010 04:00,05/04/2010 15:30,7.5,264, Permissions Privileges and Access Controls,"NWFTPD.nlm before 5.04.05 in the FTP server in Novell NetWare 6.5 does not properly enforce FTPREST.TXT settings, which allows remote attackers to bypass intended access restrictions via an FTP session.",NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1595,06/04/2010 04:00,05/04/2010 15:30,10,264, Permissions Privileges and Access Controls,"NWFTPD.nlm before 5.04.05 in the FTP server in Novell NetWare 6.5 does not properly perform ""intruder detection,"" which has unspecified impact and attack vectors.",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2004-2767,06/04/2010 04:00,05/04/2010 15:30,4.3,264, Permissions Privileges and Access Controls,"NWFTPD.nlm before 5.04.25 in the FTP server in Novell NetWare does not promptly close DS sessions, which allows remote attackers to cause a denial of service (connection slot exhaustion) by establishing many FTP sessions that persist for the lifetime of a DS session.",NONE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2000-1246,05/04/2010 19:28,05/04/2010 15:30,3.5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,NWFTPD.nlm before 5.01o in the FTP server in Novell NetWare 5.1 SP3 allows remote authenticated users to cause a denial of service (abend) by sending an RNTO command after a failed RNFR command.,SINGLE,MEDIUM,NETWORK,PARTIAL,NONE,NONE
CVE-2001-1587,05/04/2010 15:30,05/04/2010 15:30,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,NWFTPD.nlm before 5.01w in the FTP server in Novell NetWare allows remote attackers to cause a denial of service (abend) via an anonymous STOU command.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2003-1579,08/02/2010 14:55,05/02/2010 22:30,4.3,189, Numeric Errors,"Sun ONE (aka iPlanet) Web Server 6 on Windows, when DNS resolution is enabled for client IP addresses, uses a logging format that does not identify whether a dotted quad represents an unresolved IP address, which allows remote attackers to spoof IP addresses via crafted DNS responses containing numerical top-level domains, as demonstrated by a forged 123.123.123.123 domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1580,08/02/2010 05:00,05/02/2010 22:30,4.3,189, Numeric Errors,"The Apache HTTP Server 2.0.44, when DNS resolution is enabled for client IP addresses, uses a logging format that does not identify whether a dotted quad represents an unresolved IP address, which allows remote attackers to spoof IP addresses via crafted DNS responses containing numerical top-level domains, as demonstrated by a forged 123.123.123.123 domain name, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1581,08/02/2010 05:00,05/02/2010 22:30,2.6,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"The Apache HTTP Server 2.0.44, when DNS resolution is enabled for client IP addresses, allows remote attackers to inject arbitrary text into log files via an HTTP request in conjunction with a crafted DNS response, as demonstrated by injecting XSS sequences, related to an ""Inverse Lookup Log Corruption (ILLC)"" issue.",NONE,HIGH,NETWORK,NONE,NONE,PARTIAL
CVE-2003-1575,31/01/2010 05:00,28/01/2010 20:30,4.6,264, Permissions Privileges and Access Controls,"VERITAS File System (VxFS) 3.3.3, 3.4, and 3.5 before MP1 Rolling Patch 02 for Sun Solaris 2.5.1 through 9 does not properly implement inheritance of default ACLs in certain circumstances related to the characteristics of a directory inode, which allows local users to bypass intended file permissions by accessing a file on a VxFS filesystem.",NONE,LOW,LOCAL,PARTIAL,PARTIAL,PARTIAL
CVE-2003-1576,31/01/2010 05:00,28/01/2010 20:30,10,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,"Buffer overflow in pamverifier in Change Manager (CM) 1.0 for Sun Management Center (SunMC) 3.0 on Solaris 8 and 9 on the sparc platform allows remote attackers to execute arbitrary code via unspecified vectors. Per: http://sunsolve.sun.com/search/document.do?assetkey=1-66-201231-1



    * ""SunMC Change Manager"" 1.0 is an unbundled Sun Management Center (SunMC) 3.0 add-on. It is not a part of the SunMC ""base"" product.
    * Solaris 2.6 and 7 are not affected. Solaris on the x86 platform is not affected.
",NONE,LOW,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2004-2765,31/01/2010 05:00,28/01/2010 20:30,4.3,79, Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),"Cross-site scripting (XSS) vulnerability in Webmail in Sun ONE Messaging Server 6.1 and iPlanet Messaging Server 5.2 before 5.2hf2.02, when Internet Explorer is used, allows remote attackers to inject arbitrary web script or HTML via a crafted e-mail message, a different vulnerability than CVE-2005-2022 and CVE-2006-5486.",NONE,MEDIUM,NETWORK,NONE,NONE,PARTIAL
CVE-2004-2766,31/01/2010 05:00,28/01/2010 20:30,4.3,200, Information Exposure,"Webmail in Sun ONE Messaging Server 6.1 and iPlanet Messaging Server 5.2 before 5.2hf2.02 allows remote attackers to obtain unspecified ""access"" to e-mail via a crafted e-mail message, related to a ""session hijacking"" issue, a different vulnerability than CVE-2005-2022 and CVE-2006-5486.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,NONE
CVE-2002-0596,16/01/2010 05:00,18/06/2002 04:00,5,200, Information Exposure,"WebTrends Reporting Center 4.0d allows remote attackers to determine the real path of the web server via a GET request to get_od_toc.pl with an empty Profile parameter, which leaks the pathname in an error message.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2001-1539,08/01/2010 05:00,31/12/2001 05:00,5,119, Improper Restriction of Operations within the Bounds of a Memory Buffer,Stack consumption vulnerability in Internet Explorer The JavaScript settimeout function in Internet Explorer allows remote attackers to cause a denial of service (crash) via the JavaScript settimeout function.  NOTE: the vendor could not reproduce the problem.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2002-2353,24/11/2009 05:15,31/12/2002 05:00,6.4,264, Permissions Privileges and Access Controls,tftpd32 2.50 and 2.50.2 allows remote attackers to read or write arbitrary files via a full pathname in GET and PUT requests.,NONE,LOW,NETWORK,NONE,PARTIAL,PARTIAL
CVE-2002-1877,14/10/2009 04:00,31/12/2002 05:00,7.5,264, Permissions Privileges and Access Controls,NETGEAR FM114P allows remote attackers to bypass access restrictions for web sites via a URL that uses the IP address instead of the hostname.,NONE,LOW,NETWORK,PARTIAL,PARTIAL,PARTIAL
CVE-2005-0970,14/10/2009 04:00,02/05/2005 04:00,7.6,264, Permissions Privileges and Access Controls,"Mac OS X 10.3.9 and earlier allows users to install, create, and execute setuid/setgid scripts, contrary to the intended design, which may allow attackers to conduct unauthorized activities with escalated privileges via vulnerable scripts.",NONE,HIGH,NETWORK,COMPLETE,COMPLETE,COMPLETE
CVE-2002-2427,23/07/2009 04:00,06/02/2009 19:30,5,287, Improper Authentication,"The security handler in GoAhead WebServer before 2.1.1 allows remote attackers to bypass authentication and obtain access to protected web content via ""an extra slash in a URL,"" a different vulnerability than CVE-2002-1603.",NONE,LOW,NETWORK,NONE,PARTIAL,NONE
CVE-2002-2428,23/07/2009 04:00,06/02/2009 19:30,5,20, Improper Input Validation,webs.c in GoAhead WebServer before 2.1.4 allows remote attackers to cause a denial of service (NULL pointer dereference and daemon crash) via an HTTP POST request that contains a Content-Length header but no body data.,NONE,LOW,NETWORK,PARTIAL,NONE,NONE
CVE-2004-2763,02/06/2009 04:00,01/06/2009 22:30,5.8,16, Configuration,"The default configuration of Sun ONE/iPlanet Web Server 4.1 SP1 through SP12 and 6.0 SP1 through SP5 responds to the HTTP TRACE request, which can allow remote attackers to steal information using cross-site tracing (XST) attacks in applications that are vulnerable to cross-site scripting.",NONE,MEDIUM,NETWORK,NONE,PARTIAL,PARTIAL
